idea,descripcion,edad minima,edad maxima,nivel dificuldad,componentes
El Ladrón de Bancos,"Para abrir la gran bóveda, debes girar el dial (tu dispositivo) a la derecha (Este), luego a la izquierda (Oeste) y finalmente al Norte. Si completas la secuencia, ¡el candado se abrirá!",11,13,3,"Compass, LED Matrix"
El Señor del Clima,"Crea una estación meteorológica. Cuando apuntas al Norte, haz que el 'viento' (píxeles) sople hacia abajo en la pantalla. Si giras al Sur, el viento debe soplar hacia arriba. ¡Visualiza la fuerza de la naturaleza!",10,13,2,"Compass, LED Matrix"
La Ruleta de la Verdad,"Programa un juego para fiestas. Coloca el dispositivo en el suelo y gíralo. Cuando se detenga, la flecha en la pantalla apuntará a quien deba responder una pregunta difícil. ¡Usa el Norte como referencia!",8,11,1,"Compass, LED Matrix"
Escape del Laberinto Ciego,"Estás atrapado en una cueva oscura. Usa tu brújula para tantear las paredes. Si miras al Norte y hay camino, verás una flecha; si hay pared, verás un bloque. ¡Encuentra la salida girando y probando!",12,15,3,"Compass, LED Matrix"
Agente Secreto 007,"Tienes un mensaje encriptado. Tu dispositivo muestra ruido visual, pero si lo alineas exactamente con el Norte magnético, el filtro se activará y revelará la clave secreta en la pantalla.",10,12,2,"Compass, LED Matrix"
Viaje por el Sistema Solar,"Convierte tu habitación en el espacio exterior. Programa el dispositivo para que al apuntar al Este muestre el Sol saliendo, y al Oeste muestre la Luna. ¡Aprende dónde están los astros!",9,11,2,"Compass, LED Matrix"
Maestro Zen del Equilibrio,"Mantén la concentración absoluta. Debes mirar fijamente hacia el Sur mientras meditas. Si tu cuerpo gira y pierdes el centro, la pantalla te regañará con una flecha para que corrijas tu posición.",11,14,2,"Compass, LED Matrix"
Defensor de la Torre,Eres el artillero de una torre defensiva. Gira tu dispositivo físicamente para mover el cañón en la pantalla. ¡Apunta a las coordenadas donde aparecen los invasores alienígenas!,10,12,2,"Compass, LED Matrix"
Cazafantasmas,Hay 'fantasmas' magnéticos en la habitación (imanes escondidos). Programa tu dispositivo para que la pantalla parpadee y muestre una señal de peligro cuando la brújula se vuelva loca por un campo magnético cercano.,9,12,2,"Compass, LED Matrix"
La Rosa de los Vientos Artística,"Crea una obra de arte interactiva. Asigna un dibujo diferente para el Norte, Noreste, Este, etc. Al girar lentamente, verás cómo tu galería de arte cambia según hacia dónde mires.",11,13,2,"Compass, LED Matrix"
Buscador de Ciudades Famosas,"Programa tu dispositivo para que siempre sepa dónde está París. No importa cómo te muevas, la flecha en la pantalla debe indicarte en qué dirección volarías para llegar a la Torre Eiffel.",13,16,3,"Compass, LED Matrix"
Capitán Dice: ¡A Babor!,"El capitán grita órdenes visuales. Si la pantalla muestra 'N', ¡gira rápido al Norte! Si muestra 'E', ¡al Este! Si tardas demasiado o te equivocas de dirección, el barco se hunde.",8,10,1,"Compass, LED Matrix"
Piloto de Avión Acrobático,Estás volando entre las nubes. Programa el horizonte artificial en tu cabina. La línea en la pantalla debe mantenerse recta y nivelada aunque tú inclines el avión (dispositivo) al virar.,12,14,3,"Compass, LED Matrix"
Tornando en el Hielo,Eres un patinador artístico practicando giros. Crea un programa que cuente cuántas piruetas completas (360 grados) puedes hacer sin marearte. ¡El número debe aparecer en tu traje (la pantalla)!,10,12,2,"Compass, LED Matrix"
El Guardián del Faro,"Es una noche tormentosa. Controla la luz del faro girando tu cuerpo. Haz que el haz de luz en la pantalla barra la oscuridad para advertir a los barcos, sincronizado con tu movimiento.",9,11,2,"Compass, LED Matrix"
Safari Fotográfico,"Vamos de safari. Si apuntas al Norte, verás un Oso Polar. Si apuntas al Este, un León. Gira la cámara para encontrar y 'fotografiar' (ver en pantalla) a todos los animales en sus hábitats.",7,9,1,"Compass, LED Matrix"
El Baterista Cardinal,"Crea una brújula musical donde el Norte suena como un bombo, el Sur como una caja, el Este como un platillo y el Oeste como un tom. Los estudiantes deben girar físicamente para componer una secuencia rítmica básica, aprendiendo sobre rangos angulares y condicionales.",8,12,1,"Compass, Musical Drum"
Buscadores del Tesoro Magnético,"Los estudiantes programan un dispositivo que actúa como un detector de metales. El 'tesoro' está siempre al Norte. Deben hacer que el tambor toque más rápido cuanto más cerca esté el ángulo de 0 grados, guiando a un compañero con los ojos vendados hacia la dirección correcta.",10,14,2,"Compass, Musical Drum"
DJ Tornado,"Conviértete en un DJ que controla la música girando. Si giras a la derecha (aumenta grados), se añade un ritmo base; si giras a la izquierda, se añade un redoble. El desafío es mantener un ritmo constante controlando la velocidad de rotación corporal.",11,15,3,"Compass, Musical Drum"
El Guardián del Sendero,Simula una misión de exploración en la selva. Los estudiantes deben programar una alarma que se active (sonido de platillo fuerte) solo si el explorador deja de mirar al Este. Esto enseña lógica de comparación y márgenes de error.,9,13,1,"Compass, Musical Drum"
Descifrando el Código Secreto,"El 'candado' invisible se abre solo en un grado específico (ej. 270º). Los estudiantes deben programar pistas: tambores graves si están lejos y agudos si están cerca, hasta que el usuario encuentre el ángulo exacto para 'abrir' la puerta.",10,14,2,"Compass, Musical Drum"
La Pizza Musical,"Divide la habitación en 8 porciones de pizza imaginarias. Los estudiantes deben calcular los rangos de grados (0-45, 46-90, etc.) y asignar un sonido de percusión diferente a cada uno. Luego, deben 'recorrer' la pizza para tocar una canción completa.",11,14,2,"Compass, Musical Drum"
El Capitán Percusión Manda,"La aplicación muestra una dirección (ej. '¡Oeste!'). El estudiante tiene 3 segundos para girar el dispositivo hacia el Oeste. Si lo logra, suena un redoble triunfal; si falla, suena un bombo triste. Fomenta el aprendizaje de la orientación espacial rápida.",8,12,2,"Compass, Musical Drum"
Controlador de Velocidad Sónico,Los estudiantes crean una herramienta para músicos donde mirar al Norte es un ritmo lento (60 BPM) y girar hacia el Sur acelera el ritmo hasta 180 BPM. Deben mapear la variable de entrada (grados 0-180) a la variable de salida (tiempo de espera entre golpes).,12,16,3,"Compass, Musical Drum"
Estatua Musical,"El objetivo es quedarse completamente quieto mirando a un punto fijo. Si el compás detecta un cambio en la dirección mayor a 5 grados, la batería empieza a sonar caóticamente. Los estudiantes programan la sensibilidad y la respuesta al movimiento.",9,12,1,"Compass, Musical Drum"
El Tren Fantasma,"Imagina un tren invisible que pasa de Este a Oeste. Los estudiantes deben programar el tambor para que suene suave cuando miran al Norte o Sur, y muy fuerte y rápido cuando miran al Este u Oeste, simulando que el tren les pasa por encima.",13,16,3,"Compass, Musical Drum"
Campo Minado Invisible,"El suelo es lava, pero solo en ciertas direcciones. Los estudiantes definen 'zonas prohibidas' (ej. entre 100º y 200º). El usuario debe girar 360 grados y mapear mentalmente dónde están las minas basándose en cuándo suena el tambor de alerta.",10,14,2,"Compass, Musical Drum"
La Flauta de Tambores,"Construye un instrumento extraño donde, en lugar de dedos, usas tu cuerpo. Mirar a diferentes ángulos selecciona diferentes tambores (bongo, conga, timbal). El reto es tocar una canción simple memorizando qué dirección corresponde a qué sonido.",8,11,1,"Compass, Musical Drum"
El Torbellino Rítmico,¡A girar! Los estudiantes deben programar una lógica que detecte cuándo se cruza el Norte (pasa de 359 a 0 grados) para contar una vuelta y tocar un platillo ('Crash'). Deben diferenciar entre girar un poco y dar una vuelta completa.,12,15,3,"Compass, Musical Drum"
El Lazarillo Sonoro,"Diseña un lenguaje de tambores para guiar a un compañero. Si debe ir a la izquierda, el código debe hacer sonar el 'Hi-Hat' repetidamente. Si debe ir a la derecha, el 'Tom'. Si va recto (Norte), silencio. Fomenta la empatía y el diseño de interfaces accesibles.",11,15,2,"Compass, Musical Drum"
¡Piratas a la Vista!,El sistema grita '¡Barco por el Sur!'. El estudiante debe girar rápidamente al Sur y tocar el tambor para 'disparar' los cañones. Es un juego de reacción que combina coordenadas geográficas con acción rápida.,9,12,1,"Compass, Musical Drum"
El Reloj del Tiempo,"Simula el paso del día. Al mirar al Este (amanecer), suenan tambores suaves y rápidos (despertar). Al mirar al Oeste (atardecer), suenan tambores lentos y profundos. Al mirar al Norte (noche), silencio. Los estudiantes crean una atmósfera sonora basada en la orientación.",10,13,2,"Compass, Musical Drum"
El Ritual de la Lluvia,"Para hacer que 'llueva' (redoble continuo de tambores), el estudiante debe desbloquear el código secreto: mirar al Norte, esperar 1 segundo, mirar al Oeste. Esto enseña secuenciación lógica y estados en la programación.",11,14,3,"Compass, Musical Drum"
El Caminante de la Cuerda Floja,"Imagina que caminas por una cuerda floja hacia el Norte. Si te desvías un poco a la izquierda o derecha, el tambor empieza a sonar erráticamente para advertirte que te vas a caer. El objetivo es mantener el silencio (equilibrio) mientras caminas.",9,12,2,"Compass, Musical Drum"
Explorador de la Jungla Ruidosa,"Cada esquina de la habitación (NE, SE, SO, NO) es un hábitat diferente. Los estudiantes programan listas de sonidos (ej. percusión tipo pájaro, tipo paso de elefante) y usan la función 'Random' para que cada vez que miren a esa esquina suene algo nuevo pero temático.",10,13,2,"Compass, Musical Drum"
Eco en la Caverna,"Simula estar en una cueva. Si miras al Norte (la salida), el sonido es seco (sin eco). Si miras al Sur (fondo de la cueva), el tambor se repite muchas veces. Los estudiantes aprenden a usar variables para controlar la repetición de un bucle.",12,15,3,"Compass, Musical Drum"
El Explorador del Bosque Encantado,Imagina que estás perdido en un bosque mágico donde la niebla no te deja ver. Debes programar tu brújula mágica para que cante una nota 'Do' cuando mires al Norte (la salida) y notas graves de advertencia si miras hacia otros peligros.,8,10,1,"Compass, Musical Keyboard"
Cazador de Fantasmas,Eres un cazafantasmas rastreando una señal espectral. El fantasma se esconde en una dirección específica (ej. 90 grados). Crea un detector que haga sonidos agudos y rápidos cuando estés mirando directamente al fantasma y graves cuando le des la espalda.,10,13,2,"Compass, Musical Keyboard"
El Código Secreto del Espía,"Para abrir la bóveda del banco, debes girar el dial (tú mismo con el dispositivo) en la secuencia correcta: Norte, Este, Sur. Programa la app para que toque una nota de confirmación solo cuando completes la secuencia correcta en orden.",12,15,3,"Compass, Musical Keyboard"
Escalando la Montaña Musical,"Convierte tu giro físico en una subida musical. Programa tu dispositivo para que, al girar lentamente en círculo, toques todas las notas de la escala (Do, Re, Mi...) como si estuvieras subiendo una escalera de caracol invisible.",9,12,2,"Compass, Musical Keyboard"
El Mago de las Melodías,"Conviértete en un hechicero que controla el sonido con el movimiento. Crea un programa donde girar a la derecha hace que la música sea más aguda y girar a la izquierda la hace más grave, permitiéndote componer canciones sin tocar ninguna tecla.",11,14,2,"Compass, Musical Keyboard"
Capitán del Barco Pirata,"¡El capitán grita órdenes! '¡A estribor (Este)!' o '¡A proa (Norte)!'. Debes programar tu timón para que verifique si estás mirando hacia donde dijo el capitán. Si aciertas, suena una campana; si fallas, suena una bocina de error.",8,11,1,"Compass, Musical Keyboard"
Caminata en la Cuerda Floja,"Estás cruzando un cañón sobre una cuerda floja invisible. Debes mantenerte mirando exactamente al frente (Norte). Programa una alerta: si te desvías a la izquierda suena una nota baja, si te desvías a la derecha suena una nota alta. ¡Mantén el silencio para no caer!",10,13,2,"Compass, Musical Keyboard"
El DJ de las Emociones,Crea una pista de baile donde la música cambia según hacia dónde mire la gente. Programa el Norte para que suene alegre (acordes mayores) y el Sur para que suene misterioso (acordes menores). ¡Tú controlas el ambiente girando!,12,15,2,"Compass, Musical Keyboard"
La Bailarina de la Caja Musical,"Para que la canción de la caja musical suene, la bailarina (tú) debe girar. Programa la app para que toque la siguiente nota de la canción 'Estrellita donde estás' cada vez que tu dirección cambie en 45 grados.",9,12,2,"Compass, Musical Keyboard"
Brújula de Hielo y Fuego,El Norte es el reino del Hielo (sonidos cristalinos agudos) y el Sur es el reino del Fuego (sonidos graves y profundos). Programa tu sensor para identificar a qué reino perteneces según hacia dónde apuntas tu varita.,8,11,1,"Compass, Musical Keyboard"
Escape de la Cueva Oscura,"Estás atrapado en una cueva sin luz. Tantea las paredes girando: si oyes un 'Bzzz', hay una pared. Si oyes un 'Ding', hay un pasillo. Programa la lógica para definir qué dirección es la salida segura.",11,14,3,"Compass, Musical Keyboard"
El Maestro de la Orquesta,"Eres el director de una orquesta invisible. Los violines están al Norte, las trompetas al Este, y los tambores al Sur. Programa tu batuta para que suene el instrumento correcto cuando los señales.",10,13,2,"Compass, Musical Keyboard"
Estatua Musical,"Juega a las estatuas. Cuando la música pare, debes quedarte congelado mirando a una dirección fija. Programa una alarma que suene fuerte si la 'estatua' se mueve o gira más de 10 grados de su posición original.",9,12,2,"Compass, Musical Keyboard"
Hacker de Radio,Estás intentando sintonizar una radio secreta rebelde. La señal es clara solo en una dirección exacta (ej. 125 grados). Programa el dispositivo para que toque una nota limpia en esa dirección y ruido estático (notas al azar) en cualquier otra.,12,15,3,"Compass, Musical Keyboard"
El Guardián del Día,Tu misión es despertar al pueblo al amanecer y mandarlos a dormir al anochecer. Programa el Este para tocar el 'Himno de la Mañana' y el Oeste para tocar una 'Canción de Cuna'.,10,13,1,"Compass, Musical Keyboard"
Memoria Musical de 360 Grados,"Cada esquina de tu habitación tiene un sonido. El Norte es 'Do', el Sur es 'Sol'. La app tocará una nota y tú debes girar rápidamente hacia la dirección correcta para ganar puntos. ¡Es un juego de memoria con todo el cuerpo!",8,12,2,"Compass, Musical Keyboard"
Safari Sonoro,"Convierte tu habitación en una selva. Al Norte viven los leones (notas graves y fuertes), al Este los pájaros (notas agudas y rápidas). Programa tu brújula para descubrir qué animal se esconde según hacia dónde apuntes.",7,10,1,"Compass, Musical Keyboard"
Mecánico de Robots,"Estás reparando un robot gigante y necesitas apretar sus tuercas en ángulos exactos. Cada vez que encuentres el ángulo perfecto (45, 90, 135...), el robot emitirá un sonido de 'OK'. ¡Completa el círculo para repararlo!",11,14,3,"Compass, Musical Keyboard"
Remix en Vivo,"Eres un DJ famoso. En lugar de botones, usas tu cuerpo. Si miras al público (Norte) suenan la batería, si miras al escenario (Sur) suena el piano. ¡Gira para mezclar la canción en tiempo real!",12,16,2,"Compass, Musical Keyboard"
El Faro en la Tormenta,"Los barcos dependen de tu luz. Debes mantenerte firme mirando al Norte para que suene la sirena de niebla que los guía. Si te mueves por el viento (giras), el sonido para y los barcos podrían chocar. ¡Programa la lógica de seguridad!",9,12,1,"Compass, Musical Keyboard"
The Space Station Stabilizer,"You are a space engineer responsible for stabilizing a new satellite. If the satellite tilts too much to one side, the solar panels won't charge! Program the system to show a Red warning light if it tilts left, Blue if it tilts right, and a steady Green light only when it is perfectly level.",8,11,1,"Inclination, Lamp"
The Magic Potion Brewer,Become a master alchemist mixing a magical potion. The cauldron's glow changes based on how you pour your ingredients. Tilt forward to add 'Dragon Fire' (Red) and sideways to add 'Mermaid Tears' (Blue). Can you find the perfect angle to create the legendary Purple Elixir?,10,13,2,"Inclination, Lamp"
Smart Armor: The Auto-Signal,"Design a suit of high-tech armor for a futuristic courier. To keep the courier safe in traffic, the armor must automatically signal turns. Write code that makes the light blink Yellow repeatedly when the wearer leans left or right to turn, but stays off when they are riding straight.",9,12,2,"Inclination, Lamp"
God of the Sun Challenge,"You control the daylight cycle of a new planet. Create a program where the sun's position is controlled by your hand. As you raise the device from flat to upright, the light must transition smoothly from a dim dawn Orange to a blinding midday White.",11,14,2,"Inclination, Lamp"
Mission Impossible: Cracking the Vault,"You are a secret agent trying to open a laser-locked vault. The lock requires a precise alignment invisible to the naked eye. Gently tilt your decoding device until you find the exact 'Sweet Spot' (e.g., 45 degrees). The light stays Red to warn you, but turns Green instantly when you crack the code.",10,13,2,"Inclination, Lamp"
The Polite Pet Robot,"Program a robot pet that knows when it's time to sleep. If the robot is placed face-down (upside down), it should turn its lights off to save battery. If it is upright or face-up, it should glow a soft, warm Yellow to keep you company.",7,10,1,"Inclination, Lamp"
Seismologist's Early Warning System,"Build a detector for a volcano research lab. The ground is usually stable (Green light), but if tremors start, the device must warn the scientists immediately. Program it to detect if the tilt changes rapidly (shaking) and flash a Red strobe light to signal an evacuation.",11,14,3,"Inclination, Lamp"
The Chameleon Suit,"You are designing a camouflage suit that changes colors to match different environments. As you rotate your controller 360 degrees, the suit should cycle through every color of the rainbow. Map the angle of rotation directly to the color hue.",12,15,3,"Inclination, Lamp"
Pilot Academy: The Perfect Landing,"Cadet, it's time to land the jet! You need to approach the runway with the nose perfectly level. If you pitch up too much (Stall Warning) or down too much (Crash Warning), the cockpit light turns Red. Keep the nose between -5 and 5 degrees to get the White landing clearance light.",9,12,2,"Inclination, Lamp"
Keep the Flame Alive,"You are an explorer in a dark cave carrying a digital torch. The wind is strong! If you hold the torch upright, the fire burns bright Orange. If you tilt it, the wind catches it—the light must dim and turn Blue. If you drop it (tilt flat), the fire goes out completely.",10,13,2,"Inclination, Lamp"
Future Racer Dashboard,"Design the dashboard for a futuristic hover-car. The driver controls speed by tilting the controller. Program the rear lights to communicate with other drivers: Tilt forward for 'Go' (Green Light), but if the driver tilts back to brake, the light must immediately turn bright Red.",8,11,1,"Inclination, Lamp"
The Emotional Robot Core,"Your robot has feelings! It stays calm (Blue Light) when you handle it gently. But if you move it around roughly or tilt it sharply, it gets stressed (Red Light). Create a program that monitors how fast the angle changes to determine the robot's mood.",12,15,3,"Inclination, Lamp"
The Glowing Elixir Vial,"You have a vial of glowing magical liquid. When the vial is upright, it is full and shines brightly. As you tilt it to pour the potion out, the glow should fade away until it is empty (dark). Map the brightness of the lamp to the tilt angle.",10,13,2,"Inclination, Lamp"
Deep Sea Treasure Radar,"You are searching for sunken gold in a submarine. The radar detects the signal based on your depth (tilt angle). Pick a secret angle. Program the light to turn bright Red (Hot) when the player tilts close to that angle, and dim Blue (Cold) when they are far away.",11,14,3,"Inclination, Lamp"
The Spelunker's Smart Helmet,"Cave explorers need to save battery. Create a smart helmet light that only turns on when the explorer looks down at their feet to walk. If they look straight ahead or up, the light should automatically turn off.",8,11,1,"Inclination, Lamp"
Super Dance Party 3000,"Get ready to dance! Create a wristband that reacts to your moves. Every time you punch the air or wave your hand (large tilt change), the light must switch to a random, crazy color. If you stop moving, the light turns off.",9,12,2,"Inclination, Lamp"
Mars Rover Cliff Detector,"You are programming the Curiosity Rover on Mars. It needs to navigate rocky terrain. If the Rover drives onto a slope that is too steep (> 30 degrees), it might flip over! Program a safety alarm that turns the light Red if the angle is dangerous, and Green if the path is safe.",10,13,1,"Inclination, Lamp"
Emergency Rescue Dispatch,"Turn your device into a Rescue Vehicle siren. To get through traffic, you need flashing lights! Create a loop where tilting the device Left turns the light Blue, and tilting it Right turns it Red. By rocking the device back and forth, you create the emergency strobe effect.",8,10,1,"Inclination, Lamp"
The Oracle of Light,"Build a mystical device that answers Yes or No questions. Ask a question, close your eyes, and tilt the device randomly. If you land on a positive angle, the Oracle glows Green (Yes). If you land on a negative angle, it glows Red (No).",9,11,1,"Inclination, Lamp"
The Happy Sunflower,"You are a sunflower that needs light to grow. You must keep your face pointed at the sky! Write a program that makes the light glow a happy Yellow when the device is facing up. If the device tilts down (droops), the flower is sad and the light turns Brown.",8,10,1,"Inclination, Lamp"
Herramienta de Construcción: El Nivelador Maestro,"¡Conviértete en un constructor experto! Tu misión es programar una herramienta para verificar si una mesa está recta. Crearás un nivel digital donde un punto de luz 'burbuja' se mueve por la pantalla. Si logras que el punto se quede quieto en el centro exacto, ¡la pantalla parpadeará indicando que la superficie es perfecta!",10,14,2,"Inclination, LED Matrix"
El Laberinto de la Canica Digital,"Imagina que tienes una canica atrapada dentro de tu pantalla. Debes programar la física del juego para que, al inclinar tu placa hacia la izquierda o derecha, la canica (un punto de luz) ruede en esa dirección. ¡Guíala hasta la meta sin que se caiga por los bordes de la matriz!",11,15,3,"Inclination, LED Matrix"
Simulador de Volante: Luces Automáticas,"¡Vamos a conducir! Convertirás tu dispositivo en el volante de un coche del futuro. Tu desafío es programarlo para que sea inteligente: si giras el 'volante' a la izquierda, debe aparecer automáticamente una flecha izquierda en la pantalla. Si lo enderezas, las luces deben apagarse. ¡Seguridad ante todo!",8,12,1,"Inclination, LED Matrix"
Tamagotchi Sensible: ¡Hora de Dormir!,"Crea una mascota virtual que vive en tu matriz de luces. Le encanta jugar cuando la tienes en la mano, mostrándote una gran sonrisa. Pero cuidado, si pones la placa acostada sobre la mesa, entenderá que es hora de dormir y cerrará sus ojos digitales. ¡Programa sus reacciones!",7,11,1,"Inclination, LED Matrix"
Dado Mágico Agitable para Juegos de Mesa,"¿Perdiste los dados de tu juego favorito? ¡No hay problema! Fabrica uno digital. Programa el sensor para detectar cuando agitas la mano con fuerza. Al hacerlo, la pantalla debe volverse loca con luces y detenerse en un número sorpresa. ¡El azar está en tus manos!",9,13,2,"Inclination, LED Matrix"
Reloj de Arena: La Gravedad en Píxeles,"Vas a desafiar la gravedad. Imagina que los puntos de luz son granos de arena sueltos. Tu reto es programarlos para que siempre 'caigan' hacia abajo, sin importar cómo gires la pantalla. Si pones la placa de cabeza, ¡la arena debe caer hacia el techo!",13,16,3,"Inclination, LED Matrix"
Piloto de Pruebas: Horizonte Artificial,"¡Despegue inminente, capitán! Para volar seguro entre las nubes, necesitas saber si tu avión sube o baja. Crea un instrumento de vuelo donde una línea en la pantalla te diga la posición de tu nariz: si inclinas hacia atrás, la línea baja (subes); si inclinas adelante, la línea sube (bajas).",11,15,2,"Inclination, LED Matrix"
Tenis Galáctico: Raqueta por Movimiento,"¡Vuelve a los 80s con este clásico! Programa una raqueta de luz que se mueva sola. No usarás botones; tu muñeca es el control. Si inclinas a la derecha, la raqueta va a la derecha. Debes ser rápido y preciso para golpear la pelota de luz que rebota. ¿Cuál será tu puntuación máxima?",10,14,2,"Inclination, LED Matrix"
Ladrón de Cajas Fuertes: El Código Secreto,"Eres un espía intentando abrir una caja fuerte digital. No tiene teclado, ¡funciona con movimientos! Programa el dispositivo para reconocer una clave secreta de gestos (ej: inclinar izquierda, luego derecha). Si alguien hace los movimientos correctos, la pantalla muestra un candado abierto. ¡Si fallan, una X roja!",12,16,3,"Inclination, LED Matrix"
Desafío Zen: Mantén el Equilibrio Perfecto,"¿Tienes pulso de cirujano? En este reto, tu objetivo es la quietud absoluta. Programa un contador que sume puntos mientras mantengas la placa totalmente plana. Al más mínimo temblor o inclinación, ¡la cuenta vuelve a cero! Compite con tus amigos para ver quién aguanta más tiempo.",9,13,2,"Inclination, LED Matrix"
Máscara Digital: Expresiones Faciales,"A veces las máquinas necesitan tener sentimientos. Vas a crear una 'cara' digital que reacciona a cómo la tratas. Si inclinas la cabeza hacia abajo (como asintiendo), se pondrá feliz. Si la sacudes hacia los lados diciendo 'no', se pondrá triste. ¡Enséñale a tu robot a expresarse!",7,10,1,"Inclination, LED Matrix"
Lector de Noticias: Control de Teleprompter,"Imagina que eres un presentador de noticias. El texto en la pantalla se mueve muy rápido. Programa tu propio control de 'Teleprompter': inclina suavemente a la derecha para leer despacio, o mucho para avanzar rápido. Si te perdiste algo, inclina a la izquierda para rebobinar. ¡Tú controlas el tiempo!",11,15,2,"Inclination, LED Matrix"
Pizarra Mágica: Dibuja sin Tocar,"Crea una obra de arte sin pinceles. Usando la inclinación, moverás un punto de luz que deja un rastro brillante, dibujando líneas por donde pasa. ¿Te equivocaste? ¡No hay problema! Programa la función de 'terremoto': agita fuerte la placa para borrar todo y empezar de nuevo.",10,14,3,"Inclination, LED Matrix"
Trampa para Espías: Detector de Intrusos,"¿Quieres proteger tu diario o tus caramelos? Construye una alarma sensible al movimiento. Coloca el dispositivo sobre tu objeto valioso. Prográmalo para que, si alguien intenta levantarlo o moverlo (cambiando su inclinación), la pantalla empiece a destellar luces de emergencia para delatar al ladrón.",8,12,1,"Inclination, LED Matrix"
Explorador de Montañas: Brújula de Gravedad,"En la montaña, el agua siempre corre hacia abajo. Usaremos esa lógica para crear una brújula especial. En lugar de apuntar al Norte, tu flecha siempre apuntará hacia 'Arriba' de la pendiente. Si inclinas la placa, la flecha debe girar para mostrarte cuál es el camino hacia la cima.",12,16,3,"Inclination, LED Matrix"
Tormenta Digital: Controla el Viento,"Eres el dios del clima en este universo de 7x7. Haz que llueva en tu pantalla. Pero el reto es el viento: si inclinas la placa a la derecha, programa las gotas para que caigan en diagonal impulsadas por el viento. ¡Crea una tormenta perfecta controlada por tus manos!",11,15,2,"Inclination, LED Matrix"
Aterrizaje Lunar: Misión Apolo,"Houston, tenemos un problema. Debes aterrizar el módulo lunar, pero el terreno es peligroso. Tu misión es descender suavemente. Si tocas el suelo y tu nave (la placa) está inclinada, ¡te estrellarás y explotará! Mantén el nivel perfecto para plantar la bandera y ganar.",10,14,2,"Inclination, LED Matrix"
Francotirador Galáctico: Apunta al Asteroide,Un asteroide parpadeante amenaza la Tierra. Tienes un láser controlado por movimiento. Inclina tu dispositivo para mover la mira sobre el asteroide. El reto: debes mantener la mira estable sobre el objetivo durante un segundo completo para que el láser se cargue y destruya la roca.,11,15,3,"Inclination, LED Matrix"
Entrenador Personal: Contador de Sentadillas,¡A ponerse en forma! No necesitas un reloj inteligente caro. Programarás tu propio contador de ejercicios. Sujeta la placa a tu pierna. Configura el código para que detecte cuando te agachas y te levantas. ¡La pantalla debe contar tus repeticiones automáticamente! ¿Podrás llegar a 10?,9,13,2,"Inclination, LED Matrix"
Detector de Terremotos: Alerta Sísmica,"Los científicos necesitan tu ayuda para medir temblores. Convertirás tu placa en un sismógrafo. Si la mesa está quieta, la pantalla está vacía. Si golpeas la mesa, debe aparecer una barra de luz que sube según la fuerza del golpe. ¡Calibra tu sensor para detectar las vibraciones más sutiles!",10,14,2,"Inclination, LED Matrix"
Baterista en el Aire,"¡Convierte tu dispositivo en una batería invisible! Los estudiantes programarán el dispositivo para que actúe como baquetas virtuales. Al inclinarlo bruscamente a la izquierda sonará la caja, y a la derecha los platillos. El reto es coordinar los movimientos para crear un ritmo de rock básico.",8,12,1,"Inclination, Musical Drum"
El Camarero Equilibrista,"Imagina que eres un camarero llevando una bandeja llena de vasos de cristal. Debes mantener el dispositivo totalmente plano. Si te inclinas demasiado, ¡CRASH! sonará un platillo indicando que se ha roto todo. ¿Cuánto tiempo puedes aguantar en silencio?",7,10,1,"Inclination, Musical Drum"
Carrera de Ritmos,"Los estudiantes crean un volante musical. Al girar a la izquierda para tomar una curva, suena un tambor grave; al girar a la derecha, un tambor agudo. Deben 'conducir' al ritmo de una canción imaginaria, haciendo que los giros coincidan con el compás.",9,13,2,"Inclination, Musical Drum"
Palo de Lluvia Digital,"Recrea el sonido relajante de un palo de lluvia. El objetivo es inclinar el dispositivo muy suavemente. Si el ángulo cambia poco a poco, sonarán clics suaves (shakers). Si se inclina muy rápido, el sonido se detiene o suena desordenado.",10,14,2,"Inclination, Musical Drum"
Pasos de Gigante,"¡Siéntete como un gigante de hierro! Programarás el dispositivo para que detecte cuando levantas la rodilla (inclinación del muslo). Cada paso activará un sonido de bombo profundo, convirtiendo tu caminata en una marcha poderosa y rítmica.",8,11,1,"Inclination, Musical Drum"
Cuentacuentos Interactivo,"Los estudiantes narrarán una historia de misterio. En momentos clave (ej. 'y alguien golpeó la puerta...'), deben realizar un gesto brusco de inclinación hacia adelante con el dispositivo para que suene un 'toc-toc' hecho con sonidos de percusión.",9,12,2,"Inclination, Musical Drum"
El Constructor Rítmico,Transforma el dispositivo en un martillo. Los niños deben hacer el gesto de clavar un clavo (inclinación rápida hacia abajo) para producir un sonido metálico. El desafío es clavar 10 clavos virtuales siguiendo un ritmo constante.,6,9,1,"Inclination, Musical Drum"
Moto GP Musical,"Usa el dispositivo como el manillar de una moto. Al inclinarlo hacia atrás (acelerar), se disparará un redoble de tambores que se vuelve más rápido cuanto más inclinas, imitando el rugido de un motor acelerando en la línea de salida.",10,14,3,"Inclination, Musical Drum"
Director de Orquesta,Conviértete en el director. Mueve el dispositivo suavemente arriba y abajo para mantener un ritmo base de timbales. ¡Pero cuidado! Un movimiento fuerte y seco hacia abajo indicará el final de la sinfonía con un gran platillazo.,11,15,2,"Inclination, Musical Drum"
